binding_id,row_type,row_id,bibtex_key,operation,kind,automaton_id,role,source,linked_strategy_ids,linked_error_ids,link_ids,evidence
misconception:39128:decimal:decimal_point_rule_misapplication,misconception,39128,ESM_Clarke_1985_Impact,decimal,decimal_point_rule_misapplication,decimal:decimal_point_rule_misapplication,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"inappropriately matches the number of whole-number digits; rather than counting the total number of decimal places | When determining the placement of a decimal point in a multiplication product derived from a known fact, the student inappropriately matches the number of whole-number digits (digits to the left of the decimal) from the given factor to the answer, rather than counting the total number of decimal places."
misconception:39135:fraction:whole_number_grab,misconception,39135,ESM_Adjiage_2007_Experiment,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students view fractions as representing two separate whole numbers rather than a single rational entity due to an overreliance on 'pie part' area models.
misconception:39162:fraction:whole_number_grab,misconception,39162,ESM_Booth_1981_Child-methods,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,whole number; whole-number | Students view fractions merely as a pairing of two whole numbers and inappropriately apply whole-number arithmetic rules to fraction operations and comparisons.
misconception:39184:fraction:whole_number_grab,misconception,39184,ESM_Tsamir_2002_Learning,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Prospective teachers fail to constrain the remainder in whole number division, inappropriately arriving at decimal answers or allowing remainders larger than the divisor."
misconception:39215:fraction:whole_number_grab,misconception,39215,ESM_Zazkis_1998_Odds,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students mistakenly believe that a perfect square must be an even number, possibly confounding the everyday meaning of 'even' (perfect, without rough ends) with its mathematical definition."
misconception:39226:fraction:whole_number_grab,misconception,39226,ESM_Xie_2017_Examining,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator; numerator | Prospective teachers treat fractions as a number of discrete pieces rather than as continuous quantities, often attempting to separate the numerator and denominator into separate whole-number entities when posing story problems."
misconception:39250:fraction:whole_number_grab,misconception,39250,ESM_Yang_2015_Exploring,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | When adding square roots, students erroneously add the radicands or ignore the radical symbol entirely to perform whole number addition, treating the radical as an object without numerical meaning."
misconception:39299:subtraction:smaller_from_larger_in_column,misconception,39299,ESM_Son_2016_Moving,subtraction,smaller_from_larger_in_column,subtraction:smaller_from_larger_in_column,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"subtract the smaller digit from the larger; smaller digit from the larger; minuend or subtrahend | Students incorrectly subtract the smaller digit from the larger digit in a given column, regardless of whether it is in the minuend or subtrahend, to avoid regrouping or negative numbers."
misconception:39318:fraction:whole_number_grab,misconception,39318,ESM_Tzur_2007_Fine,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number; denominator | Students mistakenly apply whole number reasoning to unit fractions, assuming that a larger denominator means a larger fraction, or that to divide a whole into more parts, one must use larger pieces."
misconception:39346:decimal:decimal_point_rule_misapplication,misconception,39346,ESM_Lee_2016_Pre-service,decimal,decimal_point_rule_misapplication,decimal:decimal_point_rule_misapplication,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"forgetting to place the decimal point | Forgetting to place the decimal point when performing decimal multiplication, despite correctly executing whole-number multiplication."
misconception:39346:fraction:whole_number_grab,misconception,39346,ESM_Lee_2016_Pre-service,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Forgetting to place the decimal point when performing decimal multiplication, despite correctly executing whole-number multiplication."
misconception:39364:fraction:whole_number_grab,misconception,39364,ESM_Walshaw_2012_Affective,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students erroneously assume that a decimal number with more digits after the decimal point is larger in magnitude, overgeneralizing whole number properties to decimals."
misconception:39368:fraction:whole_number_grab,misconception,39368,ESM_TuncPekkan_2015_Analysis,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students incorrectly treat the entire visible portion of a number line or its arrows as the complete unit of 1, and inappropriately apply whole number counting schemes by counting tick marks instead of the continuous intervals."
misconception:39374:fraction:whole_number_grab,misconception,39374,ESM_Shreyar_2010_Thinking,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students ignore the percent sign and treat the percent discount strictly as a whole number, resulting in them erroneously dividing the original price by the percent discount."
misconception:39382:fraction:whole_number_grab,misconception,39382,ESM_Wearne_1990_Acquiring,fraction,whole_number_grab,fraction:whole_number_grab,deformation_misconception,automaton_instance_bindings:error_row_mapper,,,,"whole number; whole-number | Students judge the magnitude of a decimal number based on the number of digits it contains, treating the decimal part as if it were a whole number."
